date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:52:41	395/395	---M--	200	added ('OK')	image/gif	etag:%2218b-36592c7de57c0%22	http://airfoils.com/graphics/contact.gif	legacy/airfoils.com/graphics/contact.gif	(from http://airfoils.com/)
16:52:42	16209/16209	---M-Z	200	added ('OK')	text/html	etag:%223f51-4742a42529740-gzip%22	http://airfoils.com/integration.htm	legacy/airfoils.com/integration.html	(from http://airfoils.com/)
16:52:43	458/458	---M--	200	added ('OK')	image/gif	etag:%221ca-36592c80c1e80%22	http://airfoils.com/graphics/integration.gif	legacy/airfoils.com/graphics/integration.gif	(from http://airfoils.com/)
16:52:44	20950/20950	---M-Z	200	added ('OK')	text/html	etag:%2251d6-4742a6a41fac0-gzip%22	http://airfoils.com/eppler.htm	legacy/airfoils.com/eppler.html	(from http://airfoils.com/)
16:52:45	423/423	---M--	200	added ('OK')	image/gif	etag:%221a7-36592c82aa300%22	http://airfoils.com/graphics/eppler.gif	legacy/airfoils.com/graphics/eppler.gif	(from http://airfoils.com/)
16:52:46	22010/22010	---M-Z	200	added ('OK')	text/html	etag:%2255fa-4742a4355fd80-gzip%22	http://airfoils.com/links.htm	legacy/airfoils.com/links.html	(from http://airfoils.com/)
16:52:47	381/381	---M--	200	added ('OK')	image/gif	etag:%2217d-36592c8492780%22	http://airfoils.com/graphics/links.gif	legacy/airfoils.com/graphics/links.gif	(from http://airfoils.com/)
16:52:48	16868/16868	---M-Z	200	added ('OK')	text/html	etag:%2241e4-4742a44c43380-gzip%22	http://airfoils.com/pubs.htm	legacy/airfoils.com/pubs.html	(from http://airfoils.com/)
16:52:49	421/421	---M--	200	added ('OK')	image/gif	etag:%221a5-36592c85869c0%22	http://airfoils.com/graphics/pubs.gif	legacy/airfoils.com/graphics/pubs.gif	(from http://airfoils.com/)
16:52:50	24571/24571	---M-Z	200	added ('OK')	text/html	etag:%225ffb-4742a47afe1c0-gzip%22	http://airfoils.com/resume.htm	legacy/airfoils.com/resume.html	(from http://airfoils.com/)
16:52:51	396/396	---M--	200	added ('OK')	image/gif	etag:%2218c-36592c876ee40%22	http://airfoils.com/graphics/resume.gif	legacy/airfoils.com/graphics/resume.gif	(from http://airfoils.com/)
16:52:52	16652/16652	---M-Z	200	added ('OK')	text/html	etag:%22410c-4742a4894c380-gzip%22	http://airfoils.com/spec.htm	legacy/airfoils.com/spec.html	(from http://airfoils.com/)
16:52:53	435/435	---M--	200	added ('OK')	image/gif	etag:%221b3-36592c8b3f740%22	http://airfoils.com/graphics/specs.gif	legacy/airfoils.com/graphics/specs.gif	(from http://airfoils.com/)
16:52:54	22206/22206	---M-Z	200	added ('OK')	text/html	etag:%2256be-4742a4a400280-gzip%22	http://airfoils.com/why.htm	legacy/airfoils.com/why.html	(from http://airfoils.com/)
16:52:55	384/384	---M--	200	added ('OK')	image/gif	etag:%22180-36a4acbc5e440%22	http://airfoils.com/graphics/why.gif	legacy/airfoils.com/graphics/why.gif	(from http://airfoils.com/)
16:52:56	19200/19200	---M-Z	200	added ('OK')	text/html	etag:%224b00-4742a4988e780-gzip%22	http://airfoils.com/tunnel.htm	legacy/airfoils.com/tunnel.html	(from http://airfoils.com/)
16:52:57	431/431	---M--	200	added ('OK')	image/gif	etag:%221af-36592c8d27bc0%22	http://airfoils.com/graphics/tunnel.gif	legacy/airfoils.com/graphics/tunnel.gif	(from http://airfoils.com/)
16:52:58	92/92	---M--	200	added ('OK')	image/gif	etag:%225c-36592c9004280%22	http://airfoils.com/graphics/left_blue_round.gif	legacy/airfoils.com/graphics/left_blue_round.gif	(from http://airfoils.com/)
16:52:59	4031/4031	---M--	200	added ('OK')	image/jpeg	etag:%22fbf-367832566c200%22	http://airfoils.com/graphics/turbine_front.jpg	legacy/airfoils.com/graphics/turbine_front.jpg	(from http://airfoils.com/)
16:53:00	4509/4509	---M--	200	added ('OK')	image/gif	etag:%22119d-3685c1ed9c480%22	http://airfoils.com/graphics/airfoil_group.gif	legacy/airfoils.com/graphics/airfoil_group.gif	(from http://airfoils.com/)
16:53:01	6341/6341	---M--	200	added ('OK')	image/jpeg	etag:%2218c5-3678325483d80%22	http://airfoils.com/graphics/front_plane.jpg	legacy/airfoils.com/graphics/front_plane.jpg	(from http://airfoils.com/)
16:53:02	91/91	---M--	200	added ('OK')	image/gif	etag:%225b-36592c90f84c0%22	http://airfoils.com/graphics/right_blue_round.gif	legacy/airfoils.com/graphics/right_blue_round.gif	(from http://airfoils.com/)
16:53:03	234/234	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Feb%202026%2021:49:38%20GMT	http://airfoils.com/companycommand/graphics/ideas_on.gif	legacy/airfoils.com/companycommand/graphics/ideas_on.gif	(from http://airfoils.com/airfoil.htm)
16:53:04	235/235	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Feb%202026%2021:49:39%20GMT	http://airfoils.com/companycommand/graphics/cmdnet_on.gif	legacy/airfoils.com/companycommand/graphics/cmdnet_on.gif	(from http://airfoils.com/airfoil.htm)
16:53:05	237/237	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Feb%202026%2021:49:40%20GMT	http://airfoils.com/companycommand/graphics/cmdtools_on.gif	legacy/airfoils.com/companycommand/graphics/cmdtools_on.gif	(from http://airfoils.com/airfoil.htm)
16:53:06	236/236	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Feb%202026%2021:49:41%20GMT	http://airfoils.com/companycommand/graphics/reviews_on.gif	legacy/airfoils.com/companycommand/graphics/reviews_on.gif	(from http://airfoils.com/airfoil.htm)
16:53:07	234/234	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Feb%202026%2021:49:42%20GMT	http://airfoils.com/companycommand/graphics/links_on.gif	legacy/airfoils.com/companycommand/graphics/links_on.gif	(from http://airfoils.com/airfoil.htm)
16:53:08	16337/16337	---M-Z	200	added ('OK')	text/html	etag:%223fd1-4742a40f3a380-gzip%22	http://airfoils.com/index.htm	legacy/airfoils.com/index-2.html	(from http://airfoils.com/airfoil.htm)
16:53:09	416/416	---M--	200	added ('OK')	image/gif	etag:%221a0-36592c7738800%22	http://airfoils.com/graphics/main.gif	legacy/airfoils.com/graphics/main.gif	(from http://airfoils.com/airfoil.htm)
16:53:10	21170/21170	---M--	200	added ('OK')	application/pdf	etag:%2252b2-36a9718465380%22	http://airfoils.com/design.pdf	legacy/airfoils.com/design.pdf	(from http://airfoils.com/airfoil.htm)
16:53:11	7092/7092	---M-Z	200	added ('OK')	text/html	etag:%221bb4-36aa748776980-gzip%22	http://airfoils.com/design1.htm	legacy/airfoils.com/design1.html	(from http://airfoils.com/airfoil.htm)
16:53:12	34/34	---M--	200	added ('OK')	image/gif	etag:%2222-36647cbadad00%22	http://airfoils.com/graphics/blank_bullet.gif	legacy/airfoils.com/graphics/blank_bullet.gif	(from http://airfoils.com/apps.htm)
16:53:13	14190/14190	---M--	200	added ('OK')	image/jpeg	etag:%22376e-3661c5be53f40%22	http://airfoils.com/graphics/turbine.jpg	legacy/airfoils.com/graphics/turbine.jpg	(from http://airfoils.com/apps.htm)
16:53:14	4333/4333	---M--	200	added ('OK')	image/jpeg	etag:%2210ed-3661c5c224840%22	http://airfoils.com/graphics/turbine_sm.jpg	legacy/airfoils.com/graphics/turbine_sm.jpg	(from http://airfoils.com/apps.htm)
16:53:15	18896/18896	---M--	200	added ('OK')	image/jpeg	etag:%2249d0-366acb1a635c0%22	http://airfoils.com/graphics/chauvin2.jpg	legacy/airfoils.com/graphics/chauvin2.jpg	(from http://airfoils.com/apps.htm)
16:53:17	9063/9063	---M--	200	added ('OK')	image/jpeg	etag:%222367-366acb12c23c0%22	http://airfoils.com/graphics/chauvin1.jpg	legacy/airfoils.com/graphics/chauvin1.jpg	(from http://airfoils.com/apps.htm)
16:53:17	741/741	---M--	200	added ('OK')	image/gif	etag:%222e5-36592c9c69fc0%22	http://airfoils.com/graphics/nrel.gif	legacy/airfoils.com/graphics/nrel.gif	(from http://airfoils.com/clients.htm)
16:53:18	1754/1754	---M--	200	added ('OK')	image/jpeg	etag:%226da-36592c9e52440%22	http://airfoils.com/graphics/groen.jpg	legacy/airfoils.com/graphics/groen.jpg	(from http://airfoils.com/clients.htm)
16:53:19	1800/1800	---M--	200	added ('OK')	image/jpeg	etag:%22708-36592ca03a8c0%22	http://airfoils.com/graphics/nawcad.jpg	legacy/airfoils.com/graphics/nawcad.jpg	(from http://airfoils.com/clients.htm)
16:53:21	23868/23868	---M--	200	added ('OK')	image/jpeg	etag:%225d3c-3670b722d3b00%22	http://airfoils.com/graphics/sailplane_big.jpg	legacy/airfoils.com/graphics/sailplane_big.jpg	(from http://airfoils.com/contact.htm)
16:53:22	7169/7169	---M--	200	added ('OK')	image/jpeg	etag:%221c01-36592c9b75d80%22	http://airfoils.com/graphics/sailplane.jpg	legacy/airfoils.com/graphics/sailplane.jpg	(from http://airfoils.com/contact.htm)
16:53:22	11325/11325	---M--	200	added ('OK')	image/gif	etag:%222c3d-366acb1f28100%22	http://airfoils.com/graphics/designint.gif	legacy/airfoils.com/graphics/designint.gif	(from http://airfoils.com/integration.htm)
16:53:25	2217/2217	---M-Z	200	added ('OK')	text/html	etag:%228a9-36aa74bdd29c0-gzip%22	http://airfoils.com/eppler1.htm	legacy/airfoils.com/eppler1.html	(from http://airfoils.com/eppler.htm)
16:53:28	6690/6690	---M-Z	200	added ('OK')	text/html	etag:%221a22-453e71f541ec0-gzip%22	http://airfoils.com/pubs1.htm	legacy/airfoils.com/pubs1.html	(from http://airfoils.com/pubs.htm)
16:53:30	9911/9911	---M--	200	added ('OK')	image/jpeg	etag:%2226b7-36647cc370140%22	http://airfoils.com/graphics/eppler_small.jpg	legacy/airfoils.com/graphics/eppler_small.jpg	(from http://airfoils.com/eppler.htm)
16:53:30	66897/66897	---M--	200	added ('OK')	application/pdf	etag:%2210551-368f002b52e40%22	http://airfoils.com/eppler.pdf	legacy/airfoils.com/eppler.pdf	(from http://airfoils.com/eppler.htm)
16:53:30	9627/9627	---M-Z	200	added ('OK')	text/html	etag:%22259b-4742a7c32e000-gzip%22	http://airfoils.com/pubs2.htm	legacy/airfoils.com/pubs2.html	(from http://airfoils.com/pubs.htm)
16:53:32	881/881	---M-Z	200	added ('OK')	text/html	etag:%22371-36aa75027cbc0-gzip%22	http://airfoils.com/pubs11.htm	legacy/airfoils.com/pubs11.html	(from http://airfoils.com/pubs.htm)
16:53:34	2515/2515	---M-Z	200	added ('OK')	text/html	etag:%229d3-453e6c9f988c0-gzip%22	http://airfoils.com/pubs12.htm	legacy/airfoils.com/pubs12.html	(from http://airfoils.com/pubs.htm)
16:53:36	1765/1765	---M-Z	200	added ('OK')	text/html	etag:%226e5-453e6a1624c80-gzip%22	http://airfoils.com/pubs13.htm	legacy/airfoils.com/pubs13.html	(from http://airfoils.com/pubs.htm)
16:53:38	111967/111967	---M--	200	added ('OK')	image/jpeg	etag:%221b55f-365b9e8aae140%22	http://airfoils.com/graphics/eppler.jpg	legacy/airfoils.com/graphics/eppler.jpg	(from http://airfoils.com/eppler.htm)
16:53:38	6390/6390	---M--	200	added ('OK')	image/jpeg	etag:%2218f6-36655264d85c0%22	http://airfoils.com/graphics/dmsphoto.jpg	legacy/airfoils.com/graphics/dmsphoto.jpg	(from http://airfoils.com/resume.htm)
16:53:40	4396/4396	---M--	200	added ('OK')	application/pdf	etag:%22112c-3664f8a8bcfc0%22	http://airfoils.com/specifications.pdf	legacy/airfoils.com/specifications.pdf	(from http://airfoils.com/spec.htm)
16:53:40	22052/22052	---M--	200	added ('OK')	image/gif	etag:%225624-365b9e9343580%22	http://airfoils.com/graphics/spec_chart.gif	legacy/airfoils.com/graphics/spec_chart.gif	(from http://airfoils.com/spec.htm)
16:53:40	218/218	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Feb%202026%2021:50:15%20GMT	http://airfoils.com/Why%20use%20new%20airfoils?	legacy/airfoils.com/Why%20use%20new%20airfoilsd41d	(from http://airfoils.com/why.htm)
16:53:44	30746/30746	---M--	200	added ('OK')	image/jpeg	etag:%22781a-365b9ea379bc0%22	http://airfoils.com/graphics/tunnel_big.jpg	legacy/airfoils.com/graphics/tunnel_big.jpg	(from http://airfoils.com/tunnel.htm)
16:53:44	7966/7966	---M--	200	added ('OK')	image/jpeg	etag:%221f1e-365b9e98080c0%22	http://airfoils.com/graphics/tiunnel_small.jpg	legacy/airfoils.com/graphics/tiunnel_small.jpg	(from http://airfoils.com/tunnel.htm)
16:53:44	5361/5361	---M-Z	200	added ('OK')	text/html	etag:%2214f1-36aa748a53040-gzip%22	http://airfoils.com/design2.htm	legacy/airfoils.com/design2.html	(from http://airfoils.com/design1.htm)
16:53:45	407/407	---M--	200	added ('OK')	image/gif	etag:%22197-365d9308d30c0%22	http://airfoils.com/graphics/next.gif	legacy/airfoils.com/graphics/next.gif	(from http://airfoils.com/design1.htm)
16:53:46	3413/3413	---M-Z	200	added ('OK')	text/html	etag:%22d55-36aa74c297500-gzip%22	http://airfoils.com/eppler2.htm	legacy/airfoils.com/eppler2.html	(from http://airfoils.com/eppler1.htm)
16:53:47	316/316	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Feb%202026%2021:50:22%20GMT	http://airfoils.com/Low-speed%20aerodynamic%20characteristics%20of%20a%2013-percent-thick%20airfoil%20section%20designed%20for%20general%20aviation%20applications	legacy/airfoils.com/Low-speed%20aerodynamic%20characteristics%20of%20a%2013-percent-thick%20airfoil%20section%20designed%20for%20general%20aviation%20applications	(from http://airfoils.com/pubs2.htm)
16:53:48	431/431	---M--	200	added ('OK')	image/gif	etag:%221af-365d930baf780%22	http://airfoils.com/graphics/previous.gif	legacy/airfoils.com/graphics/previous.gif	(from http://airfoils.com/design2.htm)
16:53:49	5955/5955	---M-Z	200	added ('OK')	text/html	etag:%221743-36aa748f17b80-gzip%22	http://airfoils.com/design3.htm	legacy/airfoils.com/design3.html	(from http://airfoils.com/design2.htm)
16:53:50	3432/3432	---M-Z	200	added ('OK')	text/html	etag:%22d68-36aa74c75c040-gzip%22	http://airfoils.com/eppler3.htm	legacy/airfoils.com/eppler3.html	(from http://airfoils.com/eppler2.htm)
16:53:51	1906/1906	---M-Z	200	added ('OK')	text/html	etag:%22772-36aa7498a1200-gzip%22	http://airfoils.com/design4.htm	legacy/airfoils.com/design4.html	(from http://airfoils.com/design3.htm)
16:53:52	1907/1907	---M--	200	added ('OK')	image/gif	etag:%22773-365d93031a340%22	http://airfoils.com/graphics/cl_chart.gif	legacy/airfoils.com/graphics/cl_chart.gif	(from http://airfoils.com/design3.htm)
16:53:53	5825/5825	---M-Z	200	added ('OK')	text/html	etag:%2216c1-36aa74cc20b80-gzip%22	http://airfoils.com/eppler4.htm	legacy/airfoils.com/eppler4.html	(from http://airfoils.com/eppler3.htm)
16:53:54	4737/4737	---M-Z	200	added ('OK')	text/html	etag:%221281-36aa749f4e1c0-gzip%22	http://airfoils.com/design5.htm	legacy/airfoils.com/design5.html	(from http://airfoils.com/design4.htm)
16:53:55	10606/10606	---M--	200	added ('OK')	image/gif	etag:%22296e-366acd7333f40%22	http://airfoils.com/graphics/design_airfoil1.gif	legacy/airfoils.com/graphics/design_airfoil1.gif	(from http://airfoils.com/design4.htm)
16:53:56	13313/13313	---M--	200	added ('OK')	image/gif	etag:%223401-366acd77f8a80%22	http://airfoils.com/graphics/design_airfoil2.gif	legacy/airfoils.com/graphics/design_airfoil2.gif	(from http://airfoils.com/design4.htm)
16:53:57	2441/2441	---M-Z	200	added ('OK')	text/html	etag:%22989-36aa74cff1480-gzip%22	http://airfoils.com/eppler5.htm	legacy/airfoils.com/eppler5.html	(from http://airfoils.com/eppler4.htm)
16:53:58	9779/9779	---M-Z	200	added ('OK')	text/html	etag:%222633-36aa74ae905c0-gzip%22	http://airfoils.com/design6.htm	legacy/airfoils.com/design6.html	(from http://airfoils.com/design5.htm)
16:53:59	1991/1991	---M-Z	200	added ('OK')	text/html	etag:%227c7-36aa74d3c1d80-gzip%22	http://airfoils.com/eppler6.htm	legacy/airfoils.com/eppler6.html	(from http://airfoils.com/eppler5.htm)
16:54:00	1895/1895	---M-Z	200	added ('OK')	text/html	etag:%22767-36aa74d69e440-gzip%22	http://airfoils.com/eppler7.htm	legacy/airfoils.com/eppler7.html	(from http://airfoils.com/eppler6.htm)
16:54:01	680/680	---M-Z	200	added ('OK')	text/html	etag:%222a8-36aa74d97ab00-gzip%22	http://airfoils.com/eppler8.htm	legacy/airfoils.com/eppler8.html	(from http://airfoils.com/eppler7.htm)
16:54:02	8091/8091	---M--	200	added ('OK')	image/gif	etag:%221f9b-365df4e3f0fc0%22	http://airfoils.com/graphics/eppler_plot1.gif	legacy/airfoils.com/graphics/eppler_plot1.gif	(from http://airfoils.com/eppler8.htm)
16:54:03	13186/13186	---M--	200	added ('OK')	image/gif	etag:%223382-365df4e9a9d40%22	http://airfoils.com/graphics/eppler_plot2.gif	legacy/airfoils.com/graphics/eppler_plot2.gif	(from http://airfoils.com/eppler8.htm)
